movie_key,film_id,title,description,release_year,language,original_language,rental_duration,length,rating,special_features
752,752,Runner Madigan,A Thoughtful Documentary of a Crocodile And a Robot who must Outrace a Womanizer in The Outback,2006,English,English,6,101,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
754,754,Rushmore Mermaid,A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank,2006,English,English,6,150,PG-13,"{Trailers,Commentaries,""Deleted Scenes""}"
755,755,Sabrina Midnight,A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert,2006,English,English,5,99,PG,"{Trailers,""Behind the Scenes""}"
756,756,Saddle Antitrust,A Stunning Epistle of a Feminist And a A Shark who must Battle a Woman in An Abandoned Fun House,2006,English,English,7,80,PG-13,"{Trailers,""Deleted Scenes""}"
757,757,Sagebrush Clueless,A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan,2006,English,English,4,106,G,{Trailers}
758,758,Saints Bride,A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico,2006,English,English,5,125,G,"{""Deleted Scenes""}"
759,759,Salute Apollo,A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China,2006,English,English,4,73,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
760,760,Samurai Lion,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,2006,English,English,5,110,G,{Commentaries}
761,761,Santa Paris,A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory,2006,English,English,7,154,PG,"{Commentaries,""Behind the Scenes""}"
762,762,Sassy Packer,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,2006,English,English,6,154,G,"{""Deleted Scenes"",""Behind the Scenes""}"
763,763,Satisfaction Confidential,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,2006,English,English,3,75,G,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
764,764,Saturday Lambs,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,2006,English,English,3,150,G,"{Commentaries,""Deleted Scenes""}"
765,765,Saturn Name,A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin,2006,English,English,7,182,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
766,766,Savannah Town,A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico,2006,English,English,5,84,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
767,767,Scalawag Duck,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,2006,English,English,6,183,NC-17,"{Commentaries,""Behind the Scenes""}"
768,768,Scarface Bang,A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory,2006,English,English,3,102,PG-13,"{Commentaries,""Deleted Scenes""}"
769,769,School Jacket,A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse,2006,English,English,5,151,PG-13,{Trailers}
770,770,Scissorhands Slums,A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies,2006,English,English,5,147,G,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
788,788,Ship Wonderland,A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback,2006,English,English,5,104,R,{Commentaries}
771,771,Scorpion Apollo,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,2006,English,English,3,137,NC-17,"{Commentaries,""Deleted Scenes""}"
772,772,Sea Virgin,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,2006,English,English,4,80,PG,"{""Deleted Scenes""}"
773,773,Seabiscuit Punk,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,2006,English,English,6,112,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
774,774,Searchers Wait,A Fast-Paced Tale of a Car And a Mad Scientist who must Kill a Womanizer in Ancient Japan,2006,English,English,3,182,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
775,775,Seattle Expecations,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,2006,English,English,4,110,PG-13,{Trailers}
776,776,Secret Groundhog,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,2006,English,English,6,90,PG,"{Commentaries,""Deleted Scenes""}"
777,777,Secretary Rouge,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,2006,English,English,5,158,PG,"{Commentaries,""Behind the Scenes""}"
778,778,Secrets Paradise,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,2006,English,English,3,109,G,"{Trailers,Commentaries}"
779,779,Sense Greek,A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House,2006,English,English,4,54,R,"{""Deleted Scenes"",""Behind the Scenes""}"
780,780,Sensibility Rear,A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory,2006,English,English,7,98,PG,"{""Behind the Scenes""}"
781,781,Seven Swarm,A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin,2006,English,English,4,127,R,"{""Deleted Scenes""}"
782,782,Shakespeare Saddle,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,2006,English,English,6,60,PG-13,"{Commentaries,""Behind the Scenes""}"
783,783,Shane Darkness,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,2006,English,English,5,93,PG,"{Commentaries,""Deleted Scenes""}"
784,784,Shanghai Tycoon,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,2006,English,English,7,47,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
785,785,Shawshank Bubble,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,2006,English,English,6,80,PG,"{Commentaries,""Deleted Scenes""}"
786,786,Shepherd Midsummer,A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon,2006,English,English,7,113,R,"{""Deleted Scenes""}"
787,787,Shining Roses,A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India,2006,English,English,4,125,G,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
789,789,Shock Cabin,A Fateful Tale of a Mad Cow And a Crocodile who must Meet a Husband in New Orleans,2006,English,English,7,79,PG-13,"{Trailers,Commentaries,""Behind the Scenes""}"
790,790,Shootist Superfly,A Fast-Paced Story of a Crocodile And a A Shark who must Sink a Pioneer in Berlin,2006,English,English,6,67,PG-13,{Trailers}
791,791,Show Lord,A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan,2006,English,English,3,167,PG-13,"{""Deleted Scenes""}"
792,792,Shrek License,A Fateful Yarn of a Secret Agent And a Feminist who must Find a Feminist in A Jet Boat,2006,English,English,7,154,PG-13,{Commentaries}
793,793,Shrunk Divine,A Fateful Character Study of a Waitress And a Technical Writer who must Battle a Hunter in A Baloon,2006,English,English,6,139,R,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}"
794,794,Side Ark,A Stunning Panorama of a Crocodile And a Womanizer who must Meet a Feminist in The Canadian Rockies,2006,English,English,5,52,G,"{""Deleted Scenes"",""Behind the Scenes""}"
795,795,Siege Madre,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,2006,English,English,7,111,R,"{Trailers,""Deleted Scenes""}"
796,796,Sierra Divide,A Emotional Character Study of a Frisbee And a Mad Scientist who must Build a Madman in California,2006,English,English,3,135,NC-17,"{Commentaries,""Deleted Scenes""}"
797,797,Silence Kane,A Emotional Drama of a Sumo Wrestler And a Dentist who must Confront a Sumo Wrestler in A Baloon,2006,English,English,7,67,R,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}"
798,798,Silverado Goldfinger,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,2006,English,English,4,74,PG,"{Trailers,Commentaries}"
799,799,Simon North,A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank,2006,English,English,3,51,NC-17,"{Trailers,Commentaries}"
800,800,Sinners Atlantis,A Epic Display of a Dog And a Boat who must Succumb a Mad Scientist in An Abandoned Mine Shaft,2006,English,English,7,126,PG-13,"{Trailers,Commentaries,""Deleted Scenes""}"
801,801,Sister Freddy,A Stunning Saga of a Butler And a Woman who must Pursue a Explorer in Australia,2006,English,English,5,152,PG-13,"{Trailers,""Behind the Scenes""}"
802,802,Sky Miracle,A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House,2006,English,English,7,132,PG,"{Trailers,Commentaries,""Deleted Scenes""}"
803,803,Slacker Liaisons,A Fast-Paced Tale of a A Shark And a Student who must Meet a Crocodile in Ancient China,2006,English,English,7,179,R,"{Trailers,Commentaries,""Behind the Scenes""}"
804,804,Sleeping Suspects,A Stunning Reflection of a Sumo Wrestler And a Explorer who must Sink a Frisbee in A MySQL Convention,2006,English,English,7,129,PG-13,"{Trailers,Commentaries}"
805,805,Sleepless Monsoon,A Amazing Saga of a Moose And a Pastry Chef who must Escape a Butler in Australia,2006,English,English,5,64,G,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}"
806,806,Sleepy Japanese,A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback,2006,English,English,4,137,PG,"{Trailers,Commentaries,""Deleted Scenes""}"
807,807,Sleuth Orient,A Fateful Character Study of a Husband And a Dog who must Find a Feminist in Ancient India,2006,English,English,4,87,NC-17,"{""Deleted Scenes"",""Behind the Scenes""}"
808,808,Sling Luke,A Intrepid Character Study of a Robot And a Monkey who must Reach a Secret Agent in An Abandoned Amusement Park,2006,English,English,5,84,R,"{""Behind the Scenes""}"
809,809,Slipper Fidelity,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,2006,English,English,5,156,PG-13,"{Trailers,""Deleted Scenes""}"
810,810,Slums Duck,A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat,2006,English,English,5,147,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
811,811,Smile Earring,A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin,2006,English,English,4,60,G,"{Commentaries,""Behind the Scenes""}"
812,812,Smoking Barbarella,A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention,2006,English,English,7,50,PG-13,"{""Behind the Scenes""}"
813,813,Smoochy Control,A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China,2006,English,English,7,184,R,"{""Behind the Scenes""}"
814,814,Snatch Slipper,A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin,2006,English,English,6,110,PG,{Commentaries}
815,815,Snatchers Montezuma,A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies,2006,English,English,4,74,PG-13,{Commentaries}
816,816,Snowman Rollercoaster,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,2006,English,English,3,62,G,{Trailers}
817,817,Soldiers Evolution,A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station,2006,English,English,7,185,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
818,818,Something Duck,A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station,2006,English,English,4,180,NC-17,"{Commentaries,""Behind the Scenes""}"
819,819,Song Hedwig,A Amazing Documentary of a Man And a Husband who must Confront a Squirrel in A MySQL Convention,2006,English,English,3,165,PG-13,"{Trailers,""Deleted Scenes""}"
820,820,Sons Interview,A Taut Character Study of a Explorer And a Mad Cow who must Battle a Hunter in Ancient China,2006,English,English,3,184,NC-17,"{Commentaries,""Behind the Scenes""}"
821,821,Sorority Queen,A Fast-Paced Display of a Squirrel And a Composer who must Fight a Forensic Psychologist in A Jet Boat,2006,English,English,6,184,NC-17,"{Trailers,""Deleted Scenes""}"
822,822,Soup Wisdom,A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention,2006,English,English,6,169,R,"{""Behind the Scenes""}"
823,823,South Wait,A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park,2006,English,English,4,143,R,"{Commentaries,""Behind the Scenes""}"
824,824,Spartacus Cheaper,A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse,2006,English,English,4,52,NC-17,"{""Deleted Scenes"",""Behind the Scenes""}"
825,825,Speakeasy Date,A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse,2006,English,English,6,165,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}"
826,826,Speed Suit,A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China,2006,English,English,7,124,PG-13,"{Commentaries,""Behind the Scenes""}"
827,827,Spice Sorority,A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft,2006,English,English,5,141,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
828,828,Spiking Element,A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery,2006,English,English,7,79,G,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}"
829,829,Spinal Rocky,A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California,2006,English,English,7,138,PG-13,"{Commentaries,""Deleted Scenes""}"
830,830,Spirit Flintstones,A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan,2006,English,English,7,149,R,"{Commentaries,""Deleted Scenes""}"
831,831,Spirited Casualties,A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory,2006,English,English,5,138,PG-13,"{Commentaries,""Behind the Scenes""}"
832,832,Splash Gump,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,2006,English,English,5,175,PG,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
833,833,Splendor Patton,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,2006,English,English,5,134,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
834,834,Spoilers Hellfighters,A Fanciful Story of a Technical Writer And a Squirrel who must Defeat a Dog in The Gulf of Mexico,2006,English,English,4,151,G,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
835,835,Spy Mile,A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon,2006,English,English,6,112,PG-13,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
836,836,Squad Fish,A Fast-Paced Display of a Pastry Chef And a Dog who must Kill a Teacher in Berlin,2006,English,English,3,136,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
837,837,Stage World,A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat,2006,English,English,4,85,PG,"{Commentaries,""Behind the Scenes""}"
838,838,Stagecoach Armageddon,A Touching Display of a Pioneer And a Butler who must Chase a Car in California,2006,English,English,5,112,R,"{Trailers,""Deleted Scenes""}"
839,839,Stallion Sundance,A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia,2006,English,English,5,130,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}"
840,840,Stampede Disturbing,A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat,2006,English,English,5,75,R,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
841,841,Star Operation,A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank,2006,English,English,5,181,PG,{Commentaries}
842,842,State Wasteland,A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat,2006,English,English,4,113,NC-17,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
843,843,Steel Santa,A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria,2006,English,English,4,143,NC-17,"{Commentaries,""Deleted Scenes""}"
844,844,Steers Armageddon,A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention,2006,English,English,6,140,PG,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
845,845,Stepmom Dream,A Touching Epistle of a Crocodile And a Teacher who must Build a Forensic Psychologist in A MySQL Convention,2006,English,English,7,48,NC-17,"{""Deleted Scenes"",""Behind the Scenes""}"
846,846,Sting Personal,A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat,2006,English,English,3,93,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
847,847,Stock Glass,A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China,2006,English,English,7,160,PG,{Commentaries}
848,848,Stone Fire,A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia,2006,English,English,3,94,G,{Trailers}
849,849,Storm Happiness,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,2006,English,English,6,57,NC-17,"{Trailers,Commentaries,""Behind the Scenes""}"
850,850,Story Side,A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft,2006,English,English,7,163,R,"{Trailers,""Behind the Scenes""}"
851,851,Straight Hours,A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback,2006,English,English,3,151,R,"{Commentaries,""Behind the Scenes""}"
852,852,Strangelove Desire,A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park,2006,English,English,4,103,NC-17,"{Trailers,Commentaries,""Deleted Scenes""}"
853,853,Stranger Strangers,A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station,2006,English,English,3,139,G,"{Commentaries,""Deleted Scenes""}"
890,890,Tights Dawn,A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon,2006,English,English,5,172,R,"{Trailers,""Behind the Scenes""}"
854,854,Strangers Graffiti,A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico,2006,English,English,4,119,R,"{Trailers,""Behind the Scenes""}"
855,855,Streak Ridgemont,A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans,2006,English,English,7,132,PG-13,"{Trailers,""Behind the Scenes""}"
856,856,Streetcar Intentions,A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico,2006,English,English,5,73,R,{Commentaries}
857,857,Strictly Scarface,A Touching Reflection of a Crocodile And a Dog who must Chase a Hunter in An Abandoned Fun House,2006,English,English,3,144,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
858,858,Submarine Bed,A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia,2006,English,English,5,127,R,{Trailers}
859,859,Sugar Wonka,A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park,2006,English,English,3,114,PG,"{Trailers,Commentaries,""Behind the Scenes""}"
860,860,Suicides Silence,A Emotional Character Study of a Car And a Girl who must Face a Composer in A U-Boat,2006,English,English,4,93,G,"{""Deleted Scenes""}"
861,861,Suit Walls,A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia,2006,English,English,3,111,R,{Commentaries}
862,862,Summer Scarface,A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank,2006,English,English,5,53,G,"{""Deleted Scenes"",""Behind the Scenes""}"
863,863,Sun Confessions,A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park,2006,English,English,5,141,R,"{Trailers,""Behind the Scenes""}"
864,864,Sundance Invasion,A Epic Drama of a Lumberjack And a Explorer who must Confront a Hunter in A Baloon Factory,2006,English,English,5,92,NC-17,"{Commentaries,""Behind the Scenes""}"
865,865,Sunrise League,A Beautiful Epistle of a Madman And a Butler who must Face a Crocodile in A Manhattan Penthouse,2006,English,English,3,135,PG-13,"{""Behind the Scenes""}"
866,866,Sunset Racer,A Awe-Inspiring Reflection of a Astronaut And a A Shark who must Defeat a Forensic Psychologist in California,2006,English,English,6,48,NC-17,"{Commentaries,""Behind the Scenes""}"
867,867,Super Wyoming,A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback,2006,English,English,5,58,PG,"{Trailers,Commentaries,""Behind the Scenes""}"
868,868,Superfly Trip,A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House,2006,English,English,5,114,PG,"{Commentaries,""Behind the Scenes""}"
869,869,Suspects Quills,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse,2006,English,English,4,47,PG,{Trailers}
870,870,Swarm Gold,A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention,2006,English,English,4,123,PG-13,"{Trailers,Commentaries}"
871,871,Sweden Shining,A Taut Documentary of a Car And a Robot who must Conquer a Boy in The Canadian Rockies,2006,English,English,6,176,PG,"{""Deleted Scenes"",""Behind the Scenes""}"
891,891,Timberland Sky,A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat,2006,English,English,3,69,G,{Commentaries}
872,872,Sweet Brotherhood,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon,2006,English,English,3,185,R,"{""Deleted Scenes""}"
873,873,Sweethearts Suspects,A Brilliant Character Study of a Frisbee And a Sumo Wrestler who must Confront a Woman in The Gulf of Mexico,2006,English,English,3,108,G,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
874,874,Tadpole Park,A Beautiful Tale of a Frisbee And a Moose who must Vanquish a Dog in An Abandoned Amusement Park,2006,English,English,6,155,PG,"{Trailers,Commentaries}"
875,875,Talented Homicide,A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat,2006,English,English,6,173,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
876,876,Tarzan Videotape,A Fast-Paced Display of a Lumberjack And a Mad Scientist who must Succumb a Sumo Wrestler in The Sahara Desert,2006,English,English,3,91,PG-13,{Trailers}
877,877,Taxi Kick,A Amazing Epistle of a Girl And a Woman who must Outrace a Waitress in Soviet Georgia,2006,English,English,4,64,PG-13,"{Commentaries,""Deleted Scenes""}"
878,878,Teen Apollo,A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank,2006,English,English,3,74,G,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}"
879,879,Telegraph Voyage,A Fateful Yarn of a Husband And a Dog who must Battle a Waitress in A Jet Boat,2006,English,English,3,148,PG,{Commentaries}
920,920,Unbreakable Karate,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,2006,English,English,3,62,G,"{""Deleted Scenes"",""Behind the Scenes""}"
880,880,Telemark Heartbreakers,A Action-Packed Panorama of a Technical Writer And a Man who must Build a Forensic Psychologist in A Manhattan Penthouse,2006,English,English,6,152,PG-13,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
881,881,Temple Attraction,A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia,2006,English,English,5,71,PG,"{Commentaries,""Deleted Scenes""}"
882,882,Tenenbaums Command,A Taut Display of a Pioneer And a Man who must Reach a Girl in The Gulf of Mexico,2006,English,English,4,99,PG-13,"{Trailers,Commentaries}"
883,883,Tequila Past,A Action-Packed Panorama of a Mad Scientist And a Robot who must Challenge a Student in Nigeria,2006,English,English,6,53,PG,"{Commentaries,""Behind the Scenes""}"
884,884,Terminator Club,A Touching Story of a Crocodile And a Girl who must Sink a Man in The Gulf of Mexico,2006,English,English,5,88,R,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}"
885,885,Texas Watch,A Awe-Inspiring Yarn of a Student And a Teacher who must Fight a Teacher in An Abandoned Amusement Park,2006,English,English,7,179,NC-17,{Trailers}
886,886,Theory Mermaid,A Fateful Yarn of a Composer And a Monkey who must Vanquish a Womanizer in The First Manned Space Station,2006,English,English,5,184,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}"
887,887,Thief Pelican,A Touching Documentary of a Madman And a Mad Scientist who must Outrace a Feminist in An Abandoned Mine Shaft,2006,English,English,5,135,PG-13,"{""Deleted Scenes"",""Behind the Scenes""}"
888,888,Thin Sagebrush,A Emotional Drama of a Husband And a Lumberjack who must Build a Cat in Ancient India,2006,English,English,5,53,PG-13,"{""Behind the Scenes""}"
889,889,Ties Hunger,A Insightful Saga of a Astronaut And a Explorer who must Pursue a Mad Scientist in A U-Boat,2006,English,English,3,111,R,"{""Deleted Scenes""}"
892,892,Titanic Boondock,A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory,2006,English,English,3,104,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
893,893,Titans Jerk,A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China,2006,English,English,4,91,PG,"{""Behind the Scenes""}"
894,894,Tomatoes Hellfighters,A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank,2006,English,English,6,68,PG,"{""Behind the Scenes""}"
895,895,Tomorrow Hustler,A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert,2006,English,English,3,142,R,{Commentaries}
896,896,Tootsie Pilot,A Awe-Inspiring Documentary of a Womanizer And a Pastry Chef who must Kill a Lumberjack in Berlin,2006,English,English,3,157,PG,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}"
897,897,Torque Bound,A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan,2006,English,English,3,179,G,"{Trailers,Commentaries}"
898,898,Tourist Pelican,A Boring Story of a Butler And a Astronaut who must Outrace a Pioneer in Australia,2006,English,English,4,152,PG-13,"{""Deleted Scenes""}"
899,899,Towers Hurricane,A Fateful Display of a Monkey And a Car who must Sink a Husband in A MySQL Convention,2006,English,English,7,144,NC-17,"{Commentaries,""Behind the Scenes""}"
900,900,Town Ark,A Awe-Inspiring Documentary of a Moose And a Madman who must Meet a Dog in An Abandoned Mine Shaft,2006,English,English,6,136,R,"{""Behind the Scenes""}"
901,901,Tracy Cider,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,2006,English,English,3,142,G,"{Trailers,Commentaries,""Behind the Scenes""}"
902,902,Trading Pinocchio,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,English,English,6,170,PG,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}"
903,903,Traffic Hobbit,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,2006,English,English,5,139,G,"{Trailers,Commentaries}"
904,904,Train Bunch,A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India,2006,English,English,3,71,R,"{Trailers,""Deleted Scenes""}"
905,905,Trainspotting Strangers,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,2006,English,English,7,132,PG-13,{Trailers}
